VideoID,PublishDate,VideoType,ContentTopic,Impressions,ClickThroughRate_Pct,Views,AverageViewDuration_Sec,WatchTime_Hours,Likes,Comments,Shares,EngagementRate_Pct,EstimatedRevenue_INR
VID-1319379,21-11-2024,Short,Goalkeeper Analysis,387309,55.14,213562,45,2669.53,13673,278,2849,7.87,2208.21
VID-9641482,21-11-2024,Short,Transfer Market,239721,33.83,81097,20,450.54,2074,27,1025,3.85,3377.46
VID-2429453,21-11-2024,Short,Tactical Breakdown,431568,45.28,195413,23,1248.47,5452,226,1246,3.54,8237.48
VID-3591831,24-11-2024,Short,Transfer Market,248087,37.2,92288,40,1025.42,1970,75,649,2.92,2134.15
VID-3429056,25-11-2024,Short,Tactical Breakdown,270222,38,102684,16,456.37,2207,32,1133,3.28,3903.17
VID-5850400,25-11-2024,Live Stream,Tactical Breakdown,13481,4.48,603,2726,456.61,84,21,7,18.57,822.62
VID-7270079,27-11-2024,Long-Form Video,Tactical Breakdown,148705,9.6,14275,463,1835.92,1153,106,428,11.82,3127.11
VID-3605969,27-11-2024,Short,Tactical Breakdown,250387,55.66,139365,50,1935.62,9977,258,1995,8.78,6765.86
VID-8869373,27-11-2024,Long-Form Video,Goalkeeper Analysis,52023,2.69,1399,508,197.41,136,9,42,13.37,355.92
VID-8182211,27-11-2024,Long-Form Video,Goalkeeper Analysis,78327,7.15,5600,322,500.89,227,14,113,6.32,1102.62
VID-3022076,28-11-2024,Short,Transfer Market,335699,40.95,137468,29,1107.38,9909,166,1921,8.73,2404.04
VID-6259725,28-11-2024,Short,Goalkeeper Analysis,247104,33.74,83372,16,370.54,5918,276,704,8.27,3458.22
VID-5900123,28-11-2024,Long-Form Video,Data Engineering in Sports,140970,5.85,8246,307,703.2,588,70,268,11.23,3073.28
VID-2358963,29-11-2024,Short,Goalkeeper Analysis,325508,48.79,158815,37,1632.27,11698,413,2757,9.36,1962.83
VID-3755199,29-11-2024,Short,Managerial Tactics,20668,34.29,7087,24,47.25,561,14,129,9.93,350.91
VID-8497722,30-11-2024,Short,Match Preview,426372,47.22,201332,29,1621.84,15525,745,1703,8.93,9364.18
VID-1045449,30-11-2024,Short,Transfer Market,231201,47.68,110236,38,1163.6,8006,378,1135,8.64,3465.56
VID-8853812,01-12-2024,Long-Form Video,Goalkeeper Analysis,122148,8.74,10675,352,1043.78,942,67,334,12.58,4049.56
VID-7426170,01-12-2024,Long-Form Video,Match Preview,100588,7.67,7715,241,516.48,609,50,241,11.67,2902.71
VID-8322865,02-12-2024,Short,Tactical Breakdown,331349,48.94,162162,36,1621.62,12232,132,3005,9.48,6760.1
VID-6141960,02-12-2024,Short,Tactical Breakdown,499989,48.52,242594,50,3369.36,7250,274,2250,4.03,6921.11
VID-8318680,02-12-2024,Short,Data Engineering in Sports,49541,57.62,28545,26,206.16,2169,50,471,9.42,633.03
VID-2074456,02-12-2024,Short,Data Engineering in Sports,315750,68.89,217520,37,2235.62,17352,544,1551,8.94,2417.19
VID-5699176,02-12-2024,Short,Goalkeeper Analysis,477942,51.43,245805,22,1502.14,17304,791,3400,8.74,11827.76
VID-6357449,03-12-2024,Short,Tactical Breakdown,442627,72.45,320683,47,4186.69,9812,180,2302,3.83,3565.31
VID-6560136,03-12-2024,Short,Managerial Tactics,215250,64.55,138943,39,1505.22,4041,122,2111,4.52,6458
VID-1065851,05-12-2024,Long-Form Video,Match Preview,28871,5.93,1712,415,197.36,141,15,54,12.27,533.56
VID-8312725,05-12-2024,Short,Tactical Breakdown,211844,42.24,89482,53,1317.37,3090,86,1419,5.14,1462.5
VID-1684146,05-12-2024,Short,Data Engineering in Sports,250060,67.51,168815,35,1641.26,10048,365,3346,8.15,4962.15
VID-4326452,05-12-2024,Long-Form Video,Match Preview,76271,4.35,3317,334,307.74,314,39,115,14.11,1116.33
VID-3207109,05-12-2024,Long-Form Video,Goalkeeper Analysis,96411,10.07,9708,485,1307.88,516,39,140,7.16,3600.68
VID-1367504,06-12-2024,Long-Form Video,Data Engineering in Sports,38863,6.72,2611,225,163.19,217,18,73,11.8,829.56
VID-6694350,09-12-2024,Long-Form Video,Transfer Market,48491,10.09,4892,322,437.56,200,28,103,6.77,1270.74
VID-2701340,09-12-2024,Short,Data Engineering in Sports,330631,58.84,194543,50,2701.99,11100,417,1418,6.65,3297.73
VID-1692185,09-12-2024,Short,Data Engineering in Sports,443774,72.96,323777,35,3147.83,24782,672,5991,9.71,11081.87
VID-7254203,09-12-2024,Long-Form Video,Match Preview,124898,9.98,12464,475,1644.56,787,56,363,9.68,2705.3
VID-9729493,10-12-2024,Short,Data Engineering in Sports,182042,59.02,107441,41,1223.63,8024,125,1070,8.58,3070.02
VID-9110093,10-12-2024,Short,Managerial Tactics,346664,43.87,152081,47,1985.5,9316,152,1115,6.96,4825.7
VID-4812784,10-12-2024,Short,Transfer Market,292577,74.66,218437,54,3276.55,9860,228,1979,5.52,8863.54
VID-1491807,11-12-2024,Short,Tactical Breakdown,11027,51.49,5677,51,80.42,267,4,76,6.11,222.18
VID-3095563,11-12-2024,Short,Data Engineering in Sports,245385,56.52,138691,25,963.13,5356,58,884,4.54,6370.3
VID-9206319,12-12-2024,Long-Form Video,Tactical Breakdown,83856,4.26,3572,383,380.02,198,12,120,9.24,861.63
VID-2313835,12-12-2024,Long-Form Video,Match Preview,28082,5.24,1471,399,163.04,107,15,28,10.2,448.54
VID-2732168,12-12-2024,Long-Form Video,Transfer Market,74861,3.22,2410,343,229.62,138,18,88,10.12,501.62
VID-8990265,12-12-2024,Long-Form Video,Goalkeeper Analysis,75934,3.98,3022,580,486.88,131,18,120,8.9,841.29
VID-4875270,16-12-2024,Long-Form Video,Transfer Market,9407,3.63,341,371,35.14,19,2,12,9.68,121.85
VID-4065208,16-12-2024,Short,Match Preview,74219,58.29,43262,41,492.71,2037,69,834,6.8,933.06
VID-6287038,16-12-2024,Long-Form Video,Match Preview,92119,5.22,4808,448,598.33,211,12,90,6.51,1599.35
VID-6285112,17-12-2024,Short,Match Preview,335353,48.32,162042,26,1170.3,6110,137,1668,4.88,4522.02
VID-3851465,18-12-2024,Short,Match Preview,183676,49.66,91213,23,582.75,4931,202,538,6.22,3166.28
VID-5408582,18-12-2024,Long-Form Video,Tactical Breakdown,60638,7.49,4541,505,637,316,41,112,10.33,752.06
VID-8812136,18-12-2024,Short,Managerial Tactics,267181,67.12,179331,37,1843.12,14314,356,2206,9.41,6641.82
VID-3208484,21-12-2024,Short,Transfer Market,369357,73.15,270184,52,3902.66,21300,948,2698,9.23,11492.35
VID-8760673,22-12-2024,Short,Data Engineering in Sports,496411,33.72,167389,16,743.95,8830,188,1774,6.45,6753.86
VID-3523577,22-12-2024,Short,Transfer Market,450225,39.09,175992,42,2053.24,8837,184,1845,6.17,3267.97
VID-6206264,22-12-2024,Short,Data Engineering in Sports,347106,52.99,183931,35,1788.22,7344,340,1767,5.14,4529.12
VID-4420793,23-12-2024,Short,Data Engineering in Sports,156552,32.56,50973,34,481.41,2539,50,942,6.93,1896.04
VID-7526991,24-12-2024,Short,Goalkeeper Analysis,69091,60.86,42048,24,280.32,2401,26,412,6.75,647.59
VID-5840226,24-12-2024,Short,Match Preview,56544,70.7,39976,50,555.22,2825,125,696,9.12,1195.97
VID-7642840,24-12-2024,Long-Form Video,Transfer Market,106832,8.99,9604,436,1163.15,505,67,165,7.67,2256
VID-4735098,25-12-2024,Short,Managerial Tactics,248286,53.39,132559,40,1472.88,2868,99,1250,3.18,4756.87
VID-9969898,26-12-2024,Long-Form Video,Tactical Breakdown,6424,5.25,337,432,40.44,33,1,4,11.28,141.41
VID-3095258,26-12-2024,Long-Form Video,Goalkeeper Analysis,102720,6.31,6481,568,1022.56,482,71,171,11.17,1023.91
VID-5439999,27-12-2024,Live Stream,Match Preview,3343,5.99,200,1061,58.94,13,2,2,8.5,114.56
VID-1913523,27-12-2024,Long-Form Video,Transfer Market,134545,3.82,5139,388,553.87,422,41,65,10.27,1372.82
VID-1614371,28-12-2024,Short,Managerial Tactics,33395,56.96,19021,34,179.64,398,13,99,2.68,521.98
VID-1490477,28-12-2024,Short,Managerial Tactics,64808,67.94,44030,22,269.07,1835,43,461,5.31,1139.84
VID-8113005,28-12-2024,Long-Form Video,Tactical Breakdown,25585,5.14,1315,390,142.46,76,7,32,8.75,358.39
VID-5455902,28-12-2024,Short,Tactical Breakdown,267118,31.71,84703,24,564.69,6522,87,440,8.32,3524.56
VID-7820323,29-12-2024,Short,Managerial Tactics,245342,46.05,112979,43,1349.47,4326,190,1704,5.51,3306.38
VID-5902857,30-12-2024,Long-Form Video,Match Preview,108277,8.02,8683,245,590.93,365,51,147,6.48,2355.05
VID-3057307,30-12-2024,Short,Match Preview,104743,41.83,43813,54,657.2,1661,31,842,5.78,1659
VID-5409035,30-12-2024,Short,Managerial Tactics,18769,49.9,9365,51,132.67,623,8,104,7.85,396.3
VID-7666385,31-12-2024,Short,Transfer Market,33257,36.11,12009,15,50.04,472,6,122,5,218.52
VID-8881677,31-12-2024,Short,Managerial Tactics,112851,37.2,41980,16,186.58,1484,55,777,5.52,1720.75
VID-1895076,31-12-2024,Short,Tactical Breakdown,156132,42.27,65996,18,329.98,3736,37,1126,7.42,1661.3
VID-2094016,01-01-2025,Long-Form Video,Goalkeeper Analysis,35595,2.83,1007,597,166.99,59,6,27,9.14,372.91
VID-1139741,01-01-2025,Short,Goalkeeper Analysis,84119,70.2,59051,23,377.27,2602,90,659,5.67,2760.97
VID-7942235,01-01-2025,Short,Data Engineering in Sports,448031,52.66,235933,37,2424.87,16939,251,1780,8.04,4131.95
VID-9313537,02-01-2025,Short,Tactical Breakdown,138857,40,55542,47,725.13,1730,36,741,4.51,1771.5
VID-7770055,02-01-2025,Short,Tactical Breakdown,96398,68.24,65781,45,822.26,2652,36,935,5.51,2106.5
VID-2051028,02-01-2025,Long-Form Video,Match Preview,8437,5.94,501,291,40.5,25,2,7,6.79,171.39
VID-8264678,03-01-2025,Long-Form Video,Data Engineering in Sports,142340,5.72,8141,420,949.78,694,63,123,10.81,1367.4
VID-7029848,03-01-2025,Short,Data Engineering in Sports,443817,57.95,257191,18,1285.95,13436,414,4683,7.21,10051.6
VID-8589642,03-01-2025,Short,Tactical Breakdown,453438,52.79,239369,28,1861.76,9190,155,4683,5.86,9204.33
VID-9264319,04-01-2025,Short,Match Preview,458713,71.75,329126,20,1828.48,16577,558,2371,5.93,5844.25
VID-9861148,04-01-2025,Short,Goalkeeper Analysis,402750,45.22,182123,41,2074.18,13631,350,2223,8.9,4653.97
VID-1354428,04-01-2025,Short,Transfer Market,145961,34.7,50648,39,548.69,1724,84,666,4.88,1214.77
VID-1056518,05-01-2025,Long-Form Video,Managerial Tactics,63507,6.31,4007,563,626.65,366,48,114,13.18,1302.26
VID-6700135,07-01-2025,Live Stream,Goalkeeper Analysis,48409,3.83,1854,3169,1632.04,143,39,34,11.65,2567.22
VID-5849423,07-01-2025,Short,Managerial Tactics,172308,32.04,55207,47,720.76,1336,48,1054,4.42,1995.91
VID-7561055,08-01-2025,Short,Data Engineering in Sports,470756,44.18,207980,32,1848.71,5572,275,3429,4.46,5496.31
VID-1288471,09-01-2025,Long-Form Video,Match Preview,126050,5.26,6630,351,646.42,289,29,206,7.9,1436.09
VID-9362147,09-01-2025,Short,Data Engineering in Sports,482695,32.68,157744,20,876.36,12562,381,1631,9.24,6803.36
VID-1142848,10-01-2025,Long-Form Video,Tactical Breakdown,30983,3.39,1050,324,94.5,97,9,30,12.95,409.23
VID-8117559,10-01-2025,Short,Data Engineering in Sports,100884,60.05,60580,29,488.01,1552,25,687,3.74,1656.76
VID-5766019,12-01-2025,Long-Form Video,Goalkeeper Analysis,100514,8.91,8955,280,696.5,524,73,107,7.86,1500.17
VID-1887385,13-01-2025,Long-Form Video,Match Preview,93056,10.03,9333,341,884.04,354,32,322,7.59,3233.41
VID-3745932,13-01-2025,Short,Goalkeeper Analysis,417148,61.89,258172,41,2940.29,13834,618,3108,6.8,3282.76
VID-3258368,13-01-2025,Short,Transfer Market,426063,31.7,135061,33,1238.06,4109,106,813,3.72,1809.99
VID-2345923,14-01-2025,Short,Managerial Tactics,221698,31.66,70189,39,760.38,2640,60,852,5.06,1532.24
VID-5638187,14-01-2025,Live Stream,Tactical Breakdown,32531,6.6,2147,2573,1534.51,233,54,30,14.76,2660.77
VID-5467988,14-01-2025,Short,Match Preview,351630,55.06,193607,46,2473.87,12266,434,1652,7.41,4949.45
VID-4601759,14-01-2025,Short,Goalkeeper Analysis,359054,56.32,202219,55,3089.46,5786,181,3452,4.66,2622.5
VID-9045618,15-01-2025,Long-Form Video,Tactical Breakdown,41483,6.58,2729,295,223.63,109,14,104,8.32,999.7
VID-2187915,15-01-2025,Short,Tactical Breakdown,311665,63.43,197689,39,2141.63,6803,262,2954,5.07,9595.32
VID-2133581,16-01-2025,Long-Form Video,Goalkeeper Analysis,102357,10.63,10880,243,734.4,401,26,168,5.47,4210.47
VID-4330114,17-01-2025,Long-Form Video,Match Preview,60233,5.42,3264,560,507.73,325,20,63,12.5,1409.92
VID-7289845,17-01-2025,Short,Goalkeeper Analysis,440572,48.05,211694,50,2940.19,16928,562,4193,10.24,8552.55
VID-2100753,17-01-2025,Short,Match Preview,48029,40.78,19586,22,119.69,494,21,276,4.04,386.32
VID-5526297,17-01-2025,Long-Form Video,Managerial Tactics,57346,10.77,6176,404,693.08,405,49,109,9.12,1012.16
VID-1778683,19-01-2025,Short,Managerial Tactics,216278,34.34,74269,51,1052.14,2709,107,597,4.6,2632.01
VID-7443706,20-01-2025,Short,Tactical Breakdown,323217,40,129286,40,1436.51,3819,124,1094,3.9,4241.03
VID-8530294,20-01-2025,Long-Form Video,Goalkeeper Analysis,85001,5.4,4590,535,682.12,162,20,66,5.4,914.4
VID-5767560,20-01-2025,Long-Form Video,Match Preview,57978,3.27,1895,443,233.19,95,12,56,8.6,394.89
VID-5061713,20-01-2025,Short,Match Preview,58172,53.43,31081,21,181.31,819,37,188,3.36,1358.05
VID-1744946,21-01-2025,Long-Form Video,Goalkeeper Analysis,123657,7.67,9484,420,1106.47,331,25,247,6.36,2394.33
VID-8455010,21-01-2025,Long-Form Video,Tactical Breakdown,126311,6.66,8412,193,450.98,603,55,248,10.77,3497.91
VID-1824420,22-01-2025,Short,Tactical Breakdown,87910,44.64,39243,55,599.55,3041,126,408,9.11,1845.93
VID-2564611,22-01-2025,Short,Data Engineering in Sports,62566,45.87,28699,34,271.05,1489,21,469,6.9,1317.02
VID-4323691,22-01-2025,Short,Managerial Tactics,42056,32.96,13861,26,100.11,509,14,273,5.74,583.53
VID-5674331,23-01-2025,Short,Match Preview,476854,39.57,188691,36,1886.91,12948,311,1652,7.9,7238.43
VID-8147658,24-01-2025,Short,Transfer Market,58800,68.45,40248,42,469.56,1672,58,489,5.51,1832.47
VID-3460589,24-01-2025,Short,Managerial Tactics,479483,49.84,238974,45,2987.18,14231,618,4043,7.91,9374.65
VID-4321079,25-01-2025,Short,Transfer Market,94714,62.27,58978,48,786.37,4242,50,325,7.83,1186.29
VID-8244991,25-01-2025,Long-Form Video,Match Preview,22032,10.41,2293,238,151.59,146,7,82,10.25,607.26
VID-5988488,26-01-2025,Short,Tactical Breakdown,48047,49.81,23932,32,212.73,952,44,139,4.74,794.57
VID-8483820,26-01-2025,Short,Transfer Market,399486,68.38,273168,29,2200.52,6038,235,3656,3.63,3870.55
VID-1675192,26-01-2025,Long-Form Video,Transfer Market,17232,6.06,1044,197,57.13,35,4,28,6.42,433.6
VID-4359200,26-01-2025,Short,Tactical Breakdown,315704,57.53,181624,38,1917.14,11731,273,3336,8.45,3065.72
VID-7665559,28-01-2025,Long-Form Video,Data Engineering in Sports,51348,9.36,4806,365,487.27,273,30,88,8.14,1419.14
VID-8647992,28-01-2025,Short,Goalkeeper Analysis,358196,57.47,205855,25,1429.55,14203,359,1976,8.03,3576.37
VID-2053625,30-01-2025,Long-Form Video,Data Engineering in Sports,28677,11.74,3366,426,398.31,194,26,88,9.15,852.15
VID-1929608,30-01-2025,Short,Match Preview,376169,73.45,276296,45,3453.7,15930,265,2466,6.75,10608.54
VID-3449060,31-01-2025,Live Stream,Data Engineering in Sports,36207,5.66,2049,1710,973.27,118,33,22,8.44,4792
VID-7463211,02-02-2025,Live Stream,Transfer Market,27032,4.47,1208,1891,634.54,123,14,10,12.17,2869.47
VID-1429260,02-02-2025,Live Stream,Managerial Tactics,44624,4.47,1994,1903,1054.05,243,41,16,15.05,4516.23
VID-9356327,03-02-2025,Short,Match Preview,270302,71.37,192914,26,1393.27,11109,246,3358,7.63,9582.54
VID-2245397,03-02-2025,Long-Form Video,Tactical Breakdown,118037,8.91,10517,267,780.01,699,48,190,8.91,1602.29
VID-8123258,04-02-2025,Long-Form Video,Transfer Market,115664,8.71,10074,359,1004.6,650,85,366,10.93,2550.36
VID-6843835,05-02-2025,Short,Transfer Market,313813,68.02,213455,47,2786.77,16279,538,1824,8.73,9231.74
VID-9567249,05-02-2025,Short,Goalkeeper Analysis,446740,50.32,224799,46,2872.43,15883,582,4469,9.31,11012.07
VID-7764609,07-02-2025,Long-Form Video,Managerial Tactics,90524,7.97,7214,554,1110.15,545,35,170,10.4,2749.01
VID-8965020,07-02-2025,Short,Transfer Market,212387,44.45,94406,32,839.16,7011,316,505,8.3,3915.86
VID-6092638,07-02-2025,Long-Form Video,Data Engineering in Sports,44264,7.98,3532,258,253.13,117,11,47,4.95,978.63
VID-6581458,08-02-2025,Short,Managerial Tactics,448807,51.93,233065,45,2913.31,5062,225,1978,3.12,11180.38
VID-3292164,09-02-2025,Short,Tactical Breakdown,189995,61.52,116884,20,649.36,2602,64,1631,3.68,4210.57
VID-9039630,11-02-2025,Short,Managerial Tactics,400372,51.8,207392,48,2765.23,6531,320,2190,4.36,4801.52
VID-1928139,11-02-2025,Long-Form Video,Tactical Breakdown,24118,5.99,1444,313,125.55,62,7,36,7.27,511.22
VID-6315226,12-02-2025,Short,Managerial Tactics,54200,46.06,24964,52,360.59,1641,21,406,8.28,571.72
VID-1208469,12-02-2025,Long-Form Video,Transfer Market,96762,2.68,2593,442,318.36,124,11,101,9.1,1152.48
VID-7859912,13-02-2025,Short,Tactical Breakdown,230932,56.55,130592,53,1922.6,4912,106,1368,4.89,2646.62
VID-9775938,13-02-2025,Long-Form Video,Managerial Tactics,10645,5.25,558,259,40.15,22,1,17,7.17,242.54
VID-8819535,13-02-2025,Long-Form Video,Data Engineering in Sports,117808,8.54,10060,493,1377.66,482,29,233,7.4,2643.32
VID-5967318,13-02-2025,Long-Form Video,Match Preview,35762,10.57,3780,488,512.4,235,32,111,10,1395.64
VID-8972008,14-02-2025,Short,Managerial Tactics,243059,31.37,76247,33,698.93,4252,203,1170,7.38,1570.4
VID-8679745,14-02-2025,Short,Match Preview,445614,55.24,246157,26,1777.8,17939,223,3558,8.82,2492.21
VID-5218781,15-02-2025,Short,Match Preview,439183,37.5,164693,30,1372.44,6672,315,2747,5.91,2756.42
VID-5004045,15-02-2025,Short,Managerial Tactics,471437,54.43,256603,48,3421.37,8033,179,4567,4.98,2877.3
VID-7307178,15-02-2025,Long-Form Video,Goalkeeper Analysis,53334,3.28,1749,556,270.12,81,4,31,6.63,341.32
VID-6131569,16-02-2025,Short,Goalkeeper Analysis,429967,61.58,264773,17,1250.32,15861,304,5237,8.08,8755.32
VID-7795465,17-02-2025,Long-Form Video,Tactical Breakdown,147210,10.52,15486,290,1247.48,1480,221,607,14.9,2593.3
VID-5770234,17-02-2025,Short,Data Engineering in Sports,85271,62.66,53430,49,727.24,3098,57,484,6.81,2495.83
VID-5455435,17-02-2025,Short,Goalkeeper Analysis,425030,40.35,171499,41,1953.18,13609,150,1980,9.18,3682.21
VID-8144182,17-02-2025,Short,Match Preview,415570,39.27,163194,38,1722.6,5406,176,2042,4.67,7276.28
VID-2674574,18-02-2025,Long-Form Video,Managerial Tactics,53528,6.07,3249,599,540.6,152,12,106,8.31,803.69
VID-7776080,18-02-2025,Long-Form Video,Data Engineering in Sports,81769,8.82,7212,347,695.16,633,69,106,11.2,3121.64
VID-3537489,19-02-2025,Short,Tactical Breakdown,297536,40.95,121840,54,1827.6,5983,202,1340,6.18,5661.79
VID-2714886,20-02-2025,Long-Form Video,Managerial Tactics,20561,4.47,919,445,113.6,28,2,27,6.2,140.46
VID-7031034,21-02-2025,Short,Match Preview,125560,59.42,74607,15,310.86,3805,175,375,5.84,2688.26
VID-3808785,22-02-2025,Short,Managerial Tactics,408481,43.59,178056,50,2473,13342,293,3533,9.64,5592.83
VID-4173677,22-02-2025,Short,Tactical Breakdown,200982,73.79,148304,31,1277.06,8216,381,2154,7.25,5160.62
VID-9278105,23-02-2025,Short,Managerial Tactics,486963,30.93,150617,15,627.57,7155,313,2289,6.48,6877.28
VID-1011718,23-02-2025,Short,Match Preview,130047,54.77,71226,51,1009.03,2816,50,701,5.01,3000.5
VID-6737006,23-02-2025,Short,Data Engineering in Sports,137771,54.42,74974,33,687.26,4859,194,1063,8.16,1009.72
VID-1087537,24-02-2025,Short,Data Engineering in Sports,353711,42.12,148983,24,993.22,8178,359,1434,6.69,1758.07
VID-7962917,25-02-2025,Short,Goalkeeper Analysis,103794,53.15,55166,53,812.17,2413,111,943,6.28,1323.5
VID-5390015,25-02-2025,Long-Form Video,Data Engineering in Sports,14723,7.2,1060,539,158.71,57,7,23,8.21,356.86
VID-8110820,26-02-2025,Short,Data Engineering in Sports,80876,49.02,39645,28,308.35,2293,113,717,7.88,508.93
VID-3985394,26-02-2025,Short,Goalkeeper Analysis,275481,56.54,155756,24,1038.37,8098,240,1090,6.05,7102.62
VID-2181522,27-02-2025,Long-Form Video,Tactical Breakdown,52307,5.26,2751,382,291.91,229,26,58,11.38,785.69
VID-5529806,28-02-2025,Long-Form Video,Tactical Breakdown,72884,7.83,5706,365,578.52,523,36,134,12.15,1952.45
VID-7723807,01-03-2025,Short,Transfer Market,479302,61.12,292949,34,2766.74,17238,374,2339,6.81,10292.77
VID-9184714,01-03-2025,Short,Data Engineering in Sports,234660,73.64,172803,16,768.01,12868,170,1460,8.39,5409.48
VID-4614001,02-03-2025,Short,Data Engineering in Sports,54990,37.29,20505,23,131,745,17,330,5.33,933.17
VID-1033289,02-03-2025,Short,Data Engineering in Sports,91777,30.74,28212,47,368.32,1812,52,547,8.55,1009.07
VID-8244031,02-03-2025,Short,Managerial Tactics,265145,54.48,144450,45,1805.62,4084,199,1311,3.87,6637.21
VID-4665532,03-03-2025,Long-Form Video,Goalkeeper Analysis,103372,5.89,6088,463,782.98,368,25,96,8.03,1793.4
VID-1252778,04-03-2025,Long-Form Video,Data Engineering in Sports,54958,9.96,5473,214,325.34,426,57,125,11.11,2111.18
VID-7547767,04-03-2025,Short,Managerial Tactics,137050,30.22,41416,17,195.58,1190,29,584,4.35,1082.13
VID-1834175,05-03-2025,Short,Data Engineering in Sports,193141,42.79,82645,46,1056.02,6540,92,1487,9.82,3815.5
VID-8398529,06-03-2025,Short,Data Engineering in Sports,224473,55.11,123707,39,1340.16,7305,139,1986,7.62,3426.57
VID-7045528,06-03-2025,Short,Managerial Tactics,126057,69.51,87622,24,584.15,3630,143,714,5.12,1064.6
VID-8615639,06-03-2025,Long-Form Video,Tactical Breakdown,41494,3.09,1282,374,133.19,108,8,23,10.84,329.02
VID-7196834,07-03-2025,Short,Tactical Breakdown,221608,49.08,108765,27,815.74,2224,67,655,2.71,4950.31
VID-5886727,08-03-2025,Short,Transfer Market,370076,61.85,228892,49,3115.47,5930,142,4477,4.61,7309
VID-8597084,08-03-2025,Short,Tactical Breakdown,349979,74.02,259054,22,1583.11,14541,402,2490,6.73,11333.81
VID-6424241,08-03-2025,Short,Transfer Market,461069,47.08,217071,30,1808.92,8578,141,1657,4.78,8246.86
VID-6241196,09-03-2025,Live Stream,Match Preview,24496,3.17,776,2269,489.1,98,16,13,16.37,526.5
VID-3585725,09-03-2025,Short,Managerial Tactics,79785,60.36,48158,21,280.92,3464,114,748,8.98,832.26
VID-6070051,10-03-2025,Short,Data Engineering in Sports,431731,55.92,241423,43,2883.66,6736,267,2868,4.09,11038.88
VID-8932181,10-03-2025,Short,Goalkeeper Analysis,481558,65.01,313060,17,1478.34,11384,539,5933,5.7,5349.45
VID-8733403,12-03-2025,Short,Managerial Tactics,421455,31.23,131620,26,950.59,3637,164,2586,4.85,1552.86
VID-9731344,14-03-2025,Long-Form Video,Managerial Tactics,71073,5.49,3901,430,465.95,124,11,48,4.69,734.06
VID-2541876,14-03-2025,Long-Form Video,Data Engineering in Sports,89839,7.04,6324,185,324.98,600,60,85,11.78,1993.48
VID-4017809,14-03-2025,Long-Form Video,Tactical Breakdown,46701,7.42,3465,183,176.14,260,36,127,12.21,934.17
VID-6910433,14-03-2025,Short,Data Engineering in Sports,52167,43.1,22483,36,224.83,1753,29,236,8.98,566.62
VID-7535469,15-03-2025,Short,Match Preview,21423,71.32,15278,20,84.88,874,34,113,6.68,204.52
VID-4708140,15-03-2025,Long-Form Video,Managerial Tactics,11509,5.09,585,582,94.58,37,2,20,10.09,120.64
VID-7367387,16-03-2025,Long-Form Video,Tactical Breakdown,121338,5.83,7074,380,746.7,435,27,173,8.98,1486.14
VID-1683002,16-03-2025,Short,Goalkeeper Analysis,423043,35.2,148911,44,1820.02,6209,213,1226,5.14,3150.78
VID-6197786,17-03-2025,Long-Form Video,Data Engineering in Sports,31782,4.99,1585,254,111.83,105,11,42,9.97,537.2
VID-4132010,18-03-2025,Long-Form Video,Managerial Tactics,146996,5.19,7629,252,534.03,270,38,224,6.97,2516.16
VID-3303277,18-03-2025,Short,Tactical Breakdown,496637,69.61,345709,21,2016.64,12517,369,2521,4.46,14718.83
VID-8420821,18-03-2025,Long-Form Video,Managerial Tactics,24081,6.82,1642,520,237.18,149,16,42,12.61,422.92
VID-8290036,19-03-2025,Short,Match Preview,247349,53.47,132257,47,1726.69,7619,108,1044,6.63,6011.06
VID-2644719,19-03-2025,Short,Transfer Market,369278,59.5,219720,15,915.5,5381,81,4011,4.31,10036.63
VID-6223769,19-03-2025,Long-Form Video,Match Preview,96756,7.51,7266,390,787.15,341,38,215,8.18,2661.94
VID-5859892,19-03-2025,Short,Managerial Tactics,384432,60.1,231043,34,2182.07,15291,567,2317,7.87,11537.81
VID-1272433,23-03-2025,Live Stream,Managerial Tactics,31986,3.23,1033,2527,725.11,101,26,12,13.46,1231.52
VID-1171533,24-03-2025,Long-Form Video,Managerial Tactics,46310,7.02,3250,280,252.78,116,15,48,5.51,1338.74
VID-4461225,26-03-2025,Short,Transfer Market,305977,55.35,169358,22,1034.97,9521,126,1275,6.45,2696.19
VID-9387290,28-03-2025,Live Stream,Goalkeeper Analysis,19254,4.93,949,2418,637.41,126,37,12,18.44,598.56
VID-7448733,28-03-2025,Short,Match Preview,169982,55.73,94730,20,526.28,3987,131,1715,6.16,1410.38
VID-3522427,29-03-2025,Short,Transfer Market,417378,74.32,310195,18,1550.97,11051,468,4740,5.24,12749.12
VID-4514396,29-03-2025,Short,Tactical Breakdown,116531,62.16,72435,15,301.81,4438,172,390,6.9,2604.72
VID-5961740,29-03-2025,Long-Form Video,Match Preview,19897,5.79,1152,361,115.52,54,4,38,8.33,310.03
VID-2572239,30-03-2025,Long-Form Video,Tactical Breakdown,24330,5.39,1311,263,95.78,119,11,14,10.98,517.91
VID-6132433,31-03-2025,Long-Form Video,Tactical Breakdown,49988,10.2,5098,540,764.7,187,27,51,5.2,1780.89
VID-6086989,31-03-2025,Long-Form Video,Goalkeeper Analysis,110235,10.14,11177,363,1127.01,627,39,202,7.77,1746.82
VID-1029037,01-04-2025,Long-Form Video,Data Engineering in Sports,61779,6.48,4003,475,528.17,385,40,90,12.87,1671.51
